Complaint_ID,Tax_ID,Board_Discipline_Recommendation,Officer_is_APU,Officer_Penalty
201204761,946460,,No,Instructions
201013820,898556,,No,Instructions
201508020,926921,,No,Command Discipline - A
201709153,956916,,No,No penalty
202306641,949083,Substantiated (Command Discipline A),No,No penalty
201906887,940052,Substantiated (Charges),Yes,Forfeit vacation 20 days
201212594,938366,,No,Instructions
201805008,925674,,No,Closed Administratively (No penalty reported)
201305336,934652,,Yes,
201903838,956244,,No,Instructions
201200223,948737,,No,Instructions
200905792,945856,,No,Instructions
202309527,971643,Substantiated (Command Discipline A),No,Command Discipline - A
201508062,947762,,No,
201409378,934884,,No,Formalized Training
201908023,933282,,No,Instructions
202405412,963169,Substantiated (Command Discipline A),No,
202205711,965241,Substantiated (Command Discipline A),No,Command Discipline - A
201507362,918773,,No,Formalized Training
202205571,939271,Substantiated (Command Discipline A),No,Closed Administratively (Instructions)
202203328,941282,Substantiated (Command Discipline A),No,Closed Administratively
202400103,954198,Substantiated (Formalized Training),No,Formalized Training
200203144,892944,,No,Command Discipline - A
201500673,952366,,No,Formalized Training
202106151,968433,Substantiated (Command Discipline A),No,Command Discipline - A
200306668,919861,,No,Command Discipline - A
202208148,946639,Substantiated (Command Discipline A),No,No penalty
202405040,970001,Substantiated (Formalized Training),No,
201607488,942129,,No,No penalty
202307427,958565,Substantiated (Command Discipline A),No,No penalty
202401032,966599,Substantiated (Charges),Yes,APU - Decision Pending
200917537,928345,,No,Vacation: 2 days
201908809,955705,,No,No penalty
201507317,953080,,No,Command Discipline - A
202304561,945375,Substantiated (Command Discipline A),No,No penalty
201906368,954081,,No,Command Discipline - A
201303528,940561,,Yes,Command Discipline A
201906398,949084,Substantiated (Charges),Yes,
202201120,933999,Substantiated (Charges),Yes,Command Discipline A
200910047,928504,,No,Command Discipline - B
201801835,941561,,Yes,Forfeit vacation 16 days
201907695,939856,Substantiated (Command Discipline B),No,Command Discipline - A
201709425,943432,,No,Instructions
202310781,971705,Substantiated (Charges),Yes,Forfeit vacation 10 days / Command Discipline B
200507419,918538,,No,Instructions
202101716,961060,Substantiated (Charges),Yes,APU - Decision Pending
201504483,950156,,No,Command Discipline - A
202106519,961824,Substantiated (Command Discipline B),No,No penalty
200716583,906560,,No,No penalty
202203578,950499,Substantiated (Charges),Yes,APU - Decision Pending
201905111,935203,,No,No penalty
201304499,936807,,Yes,Formalized Training
201506415,926556,,No,Command Discipline - A
201400320,943149,,No,Instructions
202303510,967035,Substantiated (Command Discipline A),No,No penalty
202102297,958884,Substantiated (Formalized Training),No,Formalized Training
202401076,971993,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 0.50 days)
201501752,929657,,No,Instructions
201504469,943044,,Yes,Forfeit vacation 10 days
200609940,926222,,No,
201505299,923427,,No,Formalized Training
202103594,950050,Substantiated (Command Discipline B),No,No penalty
202311898,959550,Substantiated (Charges),Yes,
202104750,946248,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 2 days)
202000130,962084,Substantiated (Formalized Training),No,Formalized Training
201500954,924028,,Yes,Forfeit vacation 10 days
201308688,928905,,Yes,No penalty
200600054,903741,,No,Command Discipline - A
200616152,937841,,No,No penalty
202005192,947571,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 5 days)
202004642,964607,,No,Closed Administratively (Command Discipline - B)
201607222,956933,,No,No penalty
202002550,936525,Substantiated (Command Discipline B),No,No penalty
200106884,906341,,No,No penalty
201907644,964399,,No,Command Discipline - A
200702035,900725,,No,Vacation: 5 days
202208055,963039,Substantiated (Command Discipline A),No,Command Discipline - A
201401452,935871,,No,Instructions
202107012,967752,Substantiated (Command Discipline B),No,No penalty
202207009,971722,Substantiated (Formalized Training),No,Resigned
202306461,942811,Substantiated (Charges),Yes,APU - Decision Pending
201904043,921427,,No,Retired
201201686,931080,,Yes,
202103942,961722,Substantiated (Command Discipline A),No,No penalty
201504300,950113,,No,
202106826,958140,Substantiated (Command Discipline A),No,No penalty
202002820,943312,Substantiated (Charges),Yes,
201202863,944944,,Yes,Formalized Training / Reprimand
201707784,950935,,No,No penalty
201507917,952649,,Yes,Forfeit vacation 15 days
201308034,929966,,Yes,Dismissal Probation
201406577,943605,,No,
201800251,947456,,No,Command Discipline - A
202008242,965131,Substantiated (Command Discipline B),No,No penalty
200300440,907354,,No,Command Discipline - A
202305754,964078,Substantiated (Command Discipline B),No,No penalty
202306556,973656,Substantiated (Command Discipline A),No,Closed Administratively (Command Discipline - A) / Vacation: 0.50 days
200613628,922339,,No,Instructions
202203407,959054,Substantiated (Command Discipline A),No,Closed Administratively (Instructions)
200800981,944175,,No,Instructions
202401741,965525,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 1 day)
202102359,958390,Substantiated (Command Discipline A),No,No penalty
200207723,883337,,No,Command Discipline - A
201810096,945622,,No,Command Discipline - A
200403959,931940,,No,Instructions
200308413,902659,,No,
202306884,969099,Substantiated (Command Discipline A),No,No penalty
202206016,934915,Substantiated (Charges),Yes,APU - Decision Pending
201509483,946940,,No,Formalized Training
200406787,923497,,No,Instructions
202403704,961616,Substantiated (Command Discipline A),No,
200501435,915578,,No,Command Discipline - B
201910663,953730,Substantiated (Command Discipline B),No,Command Discipline - B
201405549,954053,,No,Formalized Training
200202002,919167,,No,
201906425,937070,Substantiated (Charges),Yes,
202306059,944191,Substantiated (Formalized Training),No,
201407889,944316,,No,Command Discipline - A / Instructions
200509422,930490,,No,Instructions
201810315,948964,,Yes,Dismissed
200304974,930162,,No,Command Discipline - A
200605416,927191,,No,Command Discipline - A
201400636,943504,,No,Instructions
200401578,919468,,No,Command Discipline - B
202002891,955923,Substantiated (Charges),Yes,
202205867,949977,Substantiated (Command Discipline A),No,No penalty
200911528,882881,,No,Command Discipline - B
201205811,934019,,Yes,
202305176,924628,Substantiated (Command Discipline A),No,No penalty
202004652,941862,Substantiated (Charges),Yes,
202006647,944542,Substantiated (Command Discipline B),No,No penalty
201909596,935767,,No,Command Discipline - A (Vacation: 0.50 days)
200000003,895008,,No,
200208219,916453,,No,Vacation: 10 days
201113437,935092,,No,Command Discipline - B
202305398,955604,Substantiated (Command Discipline B),No,No penalty
201603250,958073,,No,Formalized Training
200207110,897301,,No,Command Discipline - A
202006517,949938,Substantiated (Command Discipline A),No,No penalty
202204639,943905,Substantiated (Charges),Yes,APU - Decision Pending
202306340,971915,Substantiated (Formalized Training),No,Resigned
201406696,950174,,No,
201904455,918927,,No,Command Discipline - A
201501952,940254,,No,Command Discipline - A
200502039,893267,,No,Instructions
201800525,939502,,No,Instructions
200208021,914317,,No,No penalty
201407842,954848,,No,Formalized Training
200411503,901539,,No,Command Discipline - A
200513891,928138,,No,Instructions
202003632,937204,Substantiated (Charges),Yes,
202104865,970431,Substantiated (Command Discipline A),No,No penalty
201709495,930018,,No,No penalty
200504428,915532,,No,Command Discipline - B
201807314,959710,,No,Instructions
200601269,906605,,No,No penalty
202103010,936203,Substantiated (Command Discipline A),No,Command Discipline - A (Vacation: 2 days)
201208682,942338,,Yes,Forfeit vacation 3 days
200303092,904388,,No,Instructions
202404752,969236,Substantiated (Command Discipline B),No,
200815572,942970,,No,Suspension: 20 days
201907712,963268,,No,Instructions
202301140,961582,Substantiated (Charges),Yes,APU - Decision Pending
202404799,975550,Substantiated (Formalized Training),No,
202203915,966288,Substantiated (Command Discipline A),No,Command Discipline - A
202100704,960937,Substantiated (Charges),Yes,
200103605,914771,,No,
201507945,944338,,No,Command Discipline - B
200201639,922444,,No,
202106291,943025,Substantiated (Charges),Yes,
202208599,936446,Substantiated (Command Discipline A),No,Command Discipline - A
202202775,943444,Substantiated (Command Discipline A),No,No penalty
202206877,965132,Substantiated (Command Discipline A),No,Command Discipline - A
202006201,929441,Substantiated (Command Discipline B),No,No penalty
202005784,939336,Substantiated (Command Discipline B),No,No penalty
200003105,916064,,No,
200003084,892983,,No,
200302846,913968,,No,Command Discipline - A
202208834,964983,Substantiated (Formalized Training),No,No penalty
201603317,925028,,No,Instructions
202308730,965874,Substantiated (Command Discipline B),No,Command Discipline - B
201506665,943542,,No,Command Discipline - A
200701321,904316,,No,Instructions
201500715,930271,,No,Command Discipline - B
201307972,951959,,Yes,
202201047,964266,Substantiated (Charges),Yes,
200100301,912931,,No,Vacation: 20 days
200503708,929306,,No,Instructions
200613062,910153,,No,Vacation: 30 days / Probation:
201109155,946494,,No,No penalty
202101736,942021,Substantiated (Command Discipline B),No,No penalty
202003429,964221,Substantiated (Charges),Yes,
201200276,943089,,Yes,
201705307,922228,,No,No penalty
201905760,933235,,No,Instructions
200601011,904301,,No,Command Discipline - A
200611392,938595,,No,Instructions
201906066,955705,Substantiated (Command Discipline B),No,Formalized Training
202311998,929740,Substantiated (Command Discipline A),No,Command Discipline - A
202307373,935958,Substantiated (Charges),Yes,Forfeit vacation 1 days
201507115,910291,,Yes,
202100028,950832,Substantiated (Charges),Yes,APU - Decision Pending
200400876,879444,,No,Instructions
201903162,940216,,No,Formalized Training
202100714,930957,Substantiated (Charges),Yes,
202306482,949885,Substantiated (Command Discipline B),No,No penalty
202403348,959689,Substantiated (Formalized Training),No,
202400427,946215,Substantiated (Command Discipline B),No,Command Discipline - B
202208090,961665,Substantiated (Formalized Training),No,No penalty
202303316,968514,Substantiated (Command Discipline A),No,No penalty
202107668,937651,Substantiated (Command Discipline A),No,No penalty
201203262,933192,,Yes,
201600583,947694,,No,Formalized Training
200603673,919230,,No,Instructions
202200580,962081,Substantiated (Command Discipline A),No,Command Discipline - A
202309312,935264,Substantiated (Command Discipline B),No,Command Discipline - B (Vacation: 10 days)
202303608,969991,Substantiated (Command Discipline A),No,No penalty
201602698,875728,,No,Instructions
201609072,954092,,No,Instructions
200915956,897173,,No,Command Discipline - B
202301966,934788,Substantiated (Command Discipline A),No,Command Discipline - A
202204804,960190,Substantiated (Formalized Training),No,
202103993,947315,Substantiated (Charges),Yes,APU - Decision Pending
201200035,948319,,Yes,
201903267,960062,,No,Instructions
201506339,953054,,No,Formalized Training
200408631,928860,,No,
200305328,920167,,No,Command Discipline - B
202100330,948658,Substantiated (Charges),Yes,
202107357,967020,Substantiated (Command Discipline A),No,No penalty
202403130,972124,Substantiated (Charges),Yes,APU - Decision Pending
202300412,955410,Substantiated (Formalized Training),No,Formalized Training
201602686,906303,,No,Command Discipline - A
202006271,941563,Substantiated (Command Discipline B),No,No penalty
201804003,938695,,No,Command Level Instructions
202305484,971179,Substantiated (Charges),Yes,APU - Decision Pending
202007357,954994,Substantiated (Charges),Yes,Forfeit vacation 3 days / Command Discipline A
202302801,968015,Substantiated (Command Discipline A),No,No penalty
201507182,942970,,No,Instructions
